Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000760	gzMorAlpi1.cds-transcripts	n2	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_007686-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_009769-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_009765-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011319-T1
OG0000760	gzMorAlpi1.cds-transcripts	n3	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_009769-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_009765-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011319-T1
OG0000760	gzMorAlpi1.cds-transcripts	n4	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_009765-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_011319-T1
OG0000761	gzMorAlpi1.cds-transcripts	n0	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_007631-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_007630-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_006251-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_003377-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_11635-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_010270-T1
OG0000761	gzMorAlpi1.cds-transcripts	n1	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_007630-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_006251-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_003377-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_11635-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_010270-T1
OG0000761	gzMorAlpi1.cds-transcripts	n2	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_007630-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_006251-T1
OG0000761	gzMorAlpi1.cds-transcripts	n3	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_003377-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_11635-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_010270-T1
OG0000761	gzMorAlpi1.cds-transcripts	n4	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_11635-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_010270-T1
OG0000762	gzMorAlpi1.cds-transcripts	n0	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_009554-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_006648-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_003868-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_006649-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_003867-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_009555-T1
OG0000762	gzMorAlpi1.cds-transcripts	n1	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_006648-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_003868-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_006649-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_003867-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_009555-T1
OG0000762	gzMorAlpi1.cds-transcripts	n2	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_003868-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_006649-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_003867-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_009555-T1
OG0000762	gzMorAlpi1.cds-transcripts	n3	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_006649-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_003867-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_009555-T1
OG0000762	gzMorAlpi1.cds-transcripts	n4	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_003867-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_009555-T1
OG0000763	gzMorAlpi1.cds-transcripts	n0	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_009766-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_006157-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004115-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011284-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_009695-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004833-T1
OG0000763	gzMorAlpi1.cds-transcripts	n1	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_006157-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004115-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011284-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_009695-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004833-T1
OG0000763	gzMorAlpi1.cds-transcripts	n2	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_006157-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004115-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011284-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_009695-T1
OG0000763	gzMorAlpi1.cds-transcripts	n3	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_006157-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004115-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011284-T1
OG0000763	gzMorAlpi1.cds-transcripts	n4	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004115-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_011284-T1
OG0000764	gzMorAlpi1.cds-transcripts	n0	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_007714-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_010970-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_010971-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_010940-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004174-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_010991-T1
OG0000764	gzMorAlpi1.cds-transcripts	n1	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_010970-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_010971-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_010940-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004174-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_010991-T1
OG0000764	gzMorAlpi1.cds-transcripts	n2	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_010971-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_010940-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004174-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_010991-T1
OG0000764	gzMorAlpi1.cds-transcripts	n3	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_010940-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004174-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_010991-T1
OG0000764	gzMorAlpi1.cds-transcripts	n4	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004174-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_010991-T1
OG0000765	gzMorAlpi1.cds-transcripts	n1	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004595-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004596-T2, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004596-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004597-T2, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004597-T1
OG0000765	gzMorAlpi1.cds-transcripts	n2	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004596-T2, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004596-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004597-T2, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004597-T1
OG0000765	gzMorAlpi1.cds-transcripts	n3	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004596-T2	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004596-T1
OG0000765	gzMorAlpi1.cds-transcripts	n4	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004597-T2	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004597-T1
OG0000766	gzMorAlpi1.cds-transcripts	n0	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_011409-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_007799-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011404-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_007794-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011403-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011404-T2
OG0000766	gzMorAlpi1.cds-transcripts	n1	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_007799-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_011404-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_007794-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011403-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011404-T2
OG0000766	gzMorAlpi1.cds-transcripts	n2	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_011404-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_007794-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011403-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011404-T2
OG0000766	gzMorAlpi1.cds-transcripts	n3	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_007794-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011403-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_011404-T2
OG0000766	gzMorAlpi1.cds-transcripts	n4	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_007794-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_011403-T1
OG0000767	gzPodHuml1.cds-transcripts	n2	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_004434-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_006905-T1
OG0000768	gzMorAlpi1.cds-transcripts	n0	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_11588-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_11571-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_11641-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_11590-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_11611-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_11627-T1
OG0000768	gzMorAlpi1.cds-transcripts	n1	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_11571-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_11641-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_11590-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_11611-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_11627-T1
OG0000768	gzMorAlpi1.cds-transcripts	n2	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_11641-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_11590-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_11611-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_11627-T1
OG0000768	gzMorAlpi1.cds-transcripts	n3	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_11590-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_11611-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_11627-T1
OG0000768	gzMorAlpi1.cds-transcripts	n4	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_11611-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_11627-T1
OG0000769	gzPodHuml1.cds-transcripts	n0	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_13733-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_13774-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_000785-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_008300-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_013558-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_003059-T1
OG0000769	gzPodHuml1.cds-transcripts	n1	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_13774-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_000785-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_008300-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_013558-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_003059-T1
OG0000769	gzPodHuml1.cds-transcripts	n2	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_000785-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_008300-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_013558-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_003059-T1
OG0000769	gzPodHuml1.cds-transcripts	n3	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_008300-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_013558-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_003059-T1
OG0000769	gzPodHuml1.cds-transcripts	n4	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_013558-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_003059-T1
OG0000770	gzPodHuml1.cds-transcripts	n0	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_010507-T2	gzPodHuml1_cds-transcripts_GZPOHU1EN_013361-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_013461-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_010507-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_001399-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_006818-T1
OG0000770	gzPodHuml1.cds-transcripts	n1	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_013361-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_013461-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_010507-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_001399-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_006818-T1
OG0000770	gzPodHuml1.cds-transcripts	n2	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_013361-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_013461-T1
OG0000770	gzPodHuml1.cds-transcripts	n3	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_010507-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_001399-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_006818-T1
OG0000770	gzPodHuml1.cds-transcripts	n4	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_001399-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_006818-T1
OG0000771	gzPodHuml1.cds-transcripts	n0	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_008825-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_003401-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_013638-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_013669-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_006344-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_010503-T1
OG0000771	gzPodHuml1.cds-transcripts	n1	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_003401-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_013638-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_013669-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_006344-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_010503-T1
OG0000771	gzPodHuml1.cds-transcripts	n2	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_003401-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_013638-T1
OG0000771	gzPodHuml1.cds-transcripts	n3	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_013669-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_006344-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_010503-T1
OG0000771	gzPodHuml1.cds-transcripts	n4	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_006344-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_010503-T1
OG0000772	gzPodHuml1.cds-transcripts	n0	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_004265-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_004248-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_004252-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_004254-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_004338-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_004319-T1
OG0000772	gzPodHuml1.cds-transcripts	n1	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_004248-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_004252-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_004254-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_004338-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_004319-T1
OG0000772	gzPodHuml1.cds-transcripts	n2	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_004248-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_004252-T1
OG0000772	gzPodHuml1.cds-transcripts	n3	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_004254-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_004338-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_004319-T1
OG0000772	gzPodHuml1.cds-transcripts	n4	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_004338-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_004319-T1
OG0000773	gzPodHuml1.cds-transcripts	n0	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_012335-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_005399-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_010891-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_010885-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_008628-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_005400-T1
OG0000773	gzPodHuml1.cds-transcripts	n1	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_005399-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_010891-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_010885-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_008628-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_005400-T1
OG0000773	gzPodHuml1.cds-transcripts	n2	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_005399-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_010891-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_010885-T1
OG0000773	gzPodHuml1.cds-transcripts	n3	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_010891-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_010885-T1
OG0000773	gzPodHuml1.cds-transcripts	n4	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_008628-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_005400-T1
OG0000774	gzPodHuml1.cds-transcripts	n0	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_006555-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_013121-T2, gzPodHuml1_cds-transcripts_GZPOHU1EN_007909-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_013121-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_010759-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_013298-T1
OG0000774	gzPodHuml1.cds-transcripts	n1	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_013121-T2, gzPodHuml1_cds-transcripts_GZPOHU1EN_007909-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_013121-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_010759-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_013298-T1
OG0000774	gzPodHuml1.cds-transcripts	n2	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_013121-T2, gzPodHuml1_cds-transcripts_GZPOHU1EN_007909-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_013121-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_010759-T1
OG0000774	gzPodHuml1.cds-transcripts	n3	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_013121-T2, gzPodHuml1_cds-transcripts_GZPOHU1EN_007909-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_013121-T1
OG0000774	gzPodHuml1.cds-transcripts	n4	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_013121-T2	gzPodHuml1_cds-transcripts_GZPOHU1EN_007909-T1
OG0000775	gzPodHuml1.cds-transcripts	n0	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_009577-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_009586-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_009587-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_009596-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_009593-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_009590-T1
OG0000775	gzPodHuml1.cds-transcripts	n1	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_009586-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_009587-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_009596-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_009593-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_009590-T1
OG0000775	gzPodHuml1.cds-transcripts	n2	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_009586-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_009587-T1
OG0000775	gzPodHuml1.cds-transcripts	n3	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_009596-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_009593-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_009590-T1
OG0000775	gzPodHuml1.cds-transcripts	n4	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_009593-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_009590-T1
OG0000776	gzPodHuml1.cds-transcripts	n0	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_011033-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011035-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011036-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_010959-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011032-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011662-T1
OG0000776	gzPodHuml1.cds-transcripts	n1	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_011035-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011036-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_010959-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011032-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011662-T1
OG0000776	gzPodHuml1.cds-transcripts	n2	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_011035-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011036-T1
OG0000776	gzPodHuml1.cds-transcripts	n3	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_010959-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011032-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011662-T1
OG0000776	gzPodHuml1.cds-transcripts	n4	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_011032-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011662-T1
OG0000777	gzPodHuml1.cds-transcripts	n0	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_011551-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011552-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011473-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011474-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011341-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011484-T1
OG0000777	gzPodHuml1.cds-transcripts	n1	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_011552-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011473-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011474-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011341-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011484-T1
OG0000777	gzPodHuml1.cds-transcripts	n2	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_011473-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011474-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011341-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011484-T1
OG0000777	gzPodHuml1.cds-transcripts	n3	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_011474-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011341-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011484-T1
OG0000777	gzPodHuml1.cds-transcripts	n4	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_011474-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011341-T1
OG0000778	gzPodHuml1.cds-transcripts	n0	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_011895-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011889-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011890-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011891-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_013212-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011897-T1
OG0000778	gzPodHuml1.cds-transcripts	n1	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_011889-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011890-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011891-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_013212-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011897-T1
OG0000778	gzPodHuml1.cds-transcripts	n2	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_011889-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011890-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011891-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_013212-T1
